session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	lines	l1	l2	l3	l4	score	level	eps
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	60876	G1_39	1	search	39	1	-83.3776960504	-52.9451227485	184.870250277	-38.1972851227	33.2387349073	-39.8889534937	-0.451006562308	-0.286390712779	1.0	-0.206616722082	0.179794936489	-0.21576729319							0	0	0	0	0	0	0	29
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	47606	G1_40	1	search	40	1	-12.4944271125	21.7009135627	61.6505254166	-31.8636579129	161.491492924	340.794509094	-0.0366626420881	0.0636774155204	0.180902343704	-0.0934981552303	0.473867649316	1.0							0	0	0	0	0	0	0	36
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	12390	G1_41	1	search	41	1	-49.3949544611	30.9011968709	15.399430867	-42.7661630842	-101.284324489	53.8817516653	-0.487686072949	0.305093577184	0.152041601154	-0.422238715616	-1.0	0.531985101716							0	0	0	0	0	0	0	33
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	69880	G1_42	1	search	42	1	-99.4207120889	-70.890563341	106.11111871	9.56949715144	24.4373604887	-63.7841512205	-0.936949052064	-0.668078559559	1.0	0.0901837363301	0.230299715862	-0.601107141229							0	0	0	0	0	0	0	28
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	59067	G1_43	1	search	43	1	10.6415331808	34.1907268801	30.8275944129	-70.3123951901	101.858953963	-7.78537091504	0.104473222695	0.335667366981	0.302649823247	-0.690291746133	1.0	-0.0764328575169							1	1	0	0	0	40	0	28
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	86695	G1_44	1	search	44	1	-64.6184375045	-73.9529305991	-25.8002549553	-43.771697114	-96.5891208733	-117.771975724	-0.548674140068	-0.627933174631	-0.219069560451	-0.371664794148	-0.820136711466	-1.0							54	44	5	0	0	7320	5	178
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	57422	G1_45	1	search	45	1	33.3884855377	41.9253170783	-122.386880716	11.125534516	71.5506836157	-1.86061420322	0.272810985478	0.342563817568	-1.0	0.0909046333307	0.584627071114	-0.0152027259159							2	2	0	0	0	80	0	36
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	68635	G1_46	1	search	46	1	-30.0723730219	109.644114429	143.822731768	-46.0267622518	71.3219845874	34.1534137765	-0.20909332379	0.762355943884	1.0	-0.320024252675	0.495902029608	0.23746881565							0	0	0	0	0	0	0	31
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	6096	G1_47	1	search	47	1	-199.365483921	134.281313336	-5.79978101965	-109.290564972	47.0866287591	-83.0728854909	-1.0	0.673543437385	-0.0290911992667	-0.548192008076	0.236182451611	-0.416686398554							38	30	4	0	0	3880	3	139
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	40137	G1_48	1	search	48	1	8.59206861361	133.781444159	58.7551136665	-193.330241926	114.853359462	-46.9492384903	0.0444424448448	0.69198405188	0.303910619887	-1.0	0.594078600004	-0.242844771841							0	0	0	0	0	0	0	24
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	30593	G1_49	1	search	49	1	-31.0999639362	-128.620291292	39.8943067584	-32.3561958184	67.6963682038	40.7802784801	-0.241796715151	-1.0	0.310171174062	-0.251563695692	0.52632728105	0.317059447389							0	0	0	0	0	0	0	29
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	33026	G1_50	1	search	50	1	55.5256675911	-138.84328576	-99.0520415609	-196.241117655	14.0141323054	-39.6493299388	0.282946144288	-0.707513733204	-0.504746623668	-1.0	0.0714128235351	-0.202043946817							45	20	11	1	0	5760	4	150
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	83588	G1_51	1	search	51	1	8.81732472925	-39.2030892341	79.8146277238	19.796398966	33.6346945762	-5.18843472045	0.110472540945	-0.491176747322	1.0	0.248029709974	0.421410154196	-0.065006063029							0	0	0	0	0	0	0	23
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	60826	G1_52	1	search	52	1	84.8423124667	149.544792034	53.1450309842	-34.5774166853	112.027318595	-147.639634211	0.567337125638	1.0	0.355378681272	-0.231217792442	0.749122166485	-0.987260286385							0	0	0	0	0	0	0	25
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	28997	G1_53	1	search	53	1	-12.6811995136	-136.418509985	76.977520205	-8.41796790081	-134.503515935	38.0155195746	-0.0929580561683	-1.0	0.564274746978	-0.0617069333313	-0.985962359139	0.278668338913							0	0	0	0	0	0	0	33
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	89106	G1_54	1	search	54	1	-63.4839538982	8.46456266095	44.8088079245	-152.51092302	112.927619955	96.310977782	-0.416258407207	0.0555013535642	0.293807204344	-1.0	0.740455947149	0.631502163089							0	0	0	0	0	0	0	29
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	3907	G1_55	1	search	55	1	31.6929133676	-63.0529902087	51.8487416135	130.01149733	-135.380850863	-36.4646536489	0.234101892295	-0.465745264613	0.382984308955	0.960338899489	-1.0	-0.269348681268							1	1	0	0	0	40	0	37
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	84598	G1_56	1	search	56	1	-48.6225848211	76.2695995257	-9.3624605132	139.638218341	108.232646985	103.598640479	-0.348203990274	0.546194304337	-0.0670479803053	1.0	0.775093296598	0.741907492877							0	0	0	0	0	0	0	33
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	97803	G1_57	1	search	57	1	-59.107953418	30.1115536124	39.9341757277	-17.4333163206	156.503848941	35.9020641259	-0.377677314763	0.192401361476	0.25516417646	-0.111392252897	1.0	0.229400518702							0	0	0	0	0	0	0	26
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	65880	G1_58	1	search	58	1	35.1576379337	43.8828214139	-39.1186436962	71.418377795	-99.336436482	-77.2105454504	0.353924895827	0.44175956948	-0.393799547091	0.718954497708	-1.0	-0.7772630888							7	7	0	0	0	280	0	55
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	88778	G1_59	1	search	59	1	-16.2413890011	112.67912243	124.346040926	137.199931602	-56.7974161878	-46.4255110362	-0.118377529868	0.821276811983	0.906312703469	1.0	-0.413975543025	-0.338378529013							0	0	0	0	0	0	0	32
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	82639	G1_60	1	search	60	1	-65.0887513444	-32.9286857562	195.275496084	57.9724827039	-56.0442370329	-51.2169525233	-0.333317557244	-0.168626819117	1.0	0.296875357464	-0.287000868807	-0.262280488594							0	0	0	0	0	0	0	32
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	34931	G1_61	1	search	61	1	32.8134502865	-63.0021105134	-129.457607321	142.464149025	-132.344434041	79.3151741986	0.230327773767	-0.442231332898	-0.90870305412	1.0	-0.928966585253	0.556737780989							0	0	0	0	0	0	0	37
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	39678	G1_62	1	search	62	1	-201.05112596	-221.064137426	-20.580173394	31.0232629054	159.126215099	-56.932924376	-0.90946966026	-1.0	-0.0930959387336	0.140336027665	0.719819220574	-0.257540300471							0	0	0	0	0	0	0	30
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	90390	G1_63	1	search	63	1	-115.381931798	-12.0446978534	-228.46451561	-65.1375003809	-72.7541987365	29.7521865778	-0.505032177491	-0.0527202126826	-1.0	-0.28510992268	-0.318448571946	0.130226729076							63	45	7	0	1	11800	6	200
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	64828	G1_64	1	search	64	1	33.6457959524	17.360232888	-43.661438837	32.8679429437	-174.034827285	-161.104736504	0.1933279475	0.0997514874399	-0.250877594549	0.188858422515	-1.0	-0.925704004292							6	6	0	0	0	240	0	54
2017-06-01_16-13-08	lines	80	100	10	-1	4	0	100	1496333588.2	431	G1_65	1	search	65	1	-68.7128828527	81.2048757321	55.9274022832	-124.641801808	1.34818550645	115.706103819	-0.551282810871	0.651505951889	0.448705020883	-1.0	0.0108164795991	0.928308979338							0	0	0	0	0	0	0	35
